status,account,balance,date,gender,age,merchant_state,amount,movement,month,day
authorized,ACC-1438600314,3558.29,2018-09-17,F,35,ACT,23.34,debit,9,17
posted,ACC-2249586092,8586.23,2018-09-17,M,19,MISSING,31.0,debit,9,17
posted,ACC-2897221629,4205.8,2018-09-17,M,23,MISSING,73.0,debit,9,17
authorized,ACC-3084464802,5392.92,2018-09-17,F,19,NSW,14.32,debit,9,17
authorized,ACC-3541460373,3399.63,2018-09-17,M,24,VIC,10.06,debit,9,17
posted,ACC-182446574,6792.86,2018-09-17,F,27,MISSING,152.0,debit,9,17
posted,ACC-2970114956,9006.97,2018-09-17,M,26,MISSING,61.0,debit,9,17
authorized,ACC-3771436525,3885.11,2018-09-17,M,20,VIC,23.66,debit,9,17
authorized,ACC-1710017148,11778.91,2018-09-18,F,19,NSW,26.68,debit,9,18
authorized,ACC-2970114956,8994.24,2018-09-18,M,26,VIC,12.73,debit,9,18
authorized,ACC-1056639002,48025.49,2018-09-18,M,22,VIC,13.77,debit,9,18
posted,ACC-1598451071,1885.29,2018-09-18,F,26,MISSING,20.0,debit,9,18
posted,ACC-3317636250,13125.66,2018-09-18,M,35,MISSING,90.0,debit,9,18
posted,ACC-2231965366,14045.65,2018-09-18,F,35,MISSING,17.0,debit,9,18
posted,ACC-240804743,15182.33,2018-09-18,M,29,MISSING,43.0,debit,9,18
posted,ACC-1788473090,6991.34,2018-09-18,F,21,MISSING,20.0,debit,9,18
posted,ACC-3827517394,38615.43,2018-09-18,M,28,MISSING,30.0,debit,9,18
authorized,ACC-2173390920,7225.52,2018-09-18,M,27,VIC,28.84,debit,9,18
posted,ACC-1890605467,13056.23,2018-09-18,M,38,MISSING,42.0,debit,9,18
posted,ACC-958000567,5054.24,2018-09-18,F,34,MISSING,20.0,debit,9,18
posted,ACC-354106658,15394.07,2018-09-18,F,39,MISSING,21.0,debit,9,18
authorized,ACC-3771436525,3852.46,2018-09-18,M,20,VIC,32.65,debit,9,18
posted,ACC-2270192619,11799.04,2018-09-18,M,20,MISSING,39.0,debit,9,18
posted,ACC-4274272854,5739.47,2018-09-18,M,20,MISSING,34.0,debit,9,18
posted,ACC-4274272854,5668.47,2018-09-18,M,20,MISSING,71.0,debit,9,18
posted,ACC-1598451071,1834.44,2018-09-18,F,26,MISSING,36.0,debit,9,18
posted,ACC-182446574,6671.86,2018-09-18,F,27,MISSING,121.0,debit,9,18
authorized,ACC-1598451071,1870.44,2018-09-18,F,26,QLD,14.85,debit,9,18
posted,ACC-2231965366,14009.65,2018-09-18,F,35,MISSING,36.0,debit,9,18
authorized,ACC-1438600314,3505.19,2018-09-18,F,35,NSW,53.1,debit,9,18
authorized,ACC-3771436525,3826.18,2018-09-18,M,20,VIC,26.28,debit,9,18
authorized,ACC-1710017148,11772.91,2018-09-18,F,19,VIC,6.0,debit,9,18
authorized,ACC-3771436525,3786.03,2018-09-18,M,20,VIC,40.15,debit,9,18
posted,ACC-3827517394,38586.43,2018-09-18,M,28,MISSING,29.0,debit,9,18
posted,ACC-2265520058,3187.92,2018-09-18,F,26,MISSING,124.0,debit,9,18
posted,ACC-1710017148,11708.06,2018-09-18,F,19,MISSING,54.0,debit,9,18
authorized,ACC-1496451953,13171.57,2018-09-18,M,43,VIC,508.36,debit,9,18
authorized,ACC-2107684084,7286.27,2018-09-18,M,22,VIC,52.56,debit,9,18
authorized,ACC-1438600314,3465.6,2018-09-18,F,35,NSW,39.59,debit,9,18
authorized,ACC-1710017148,11762.06,2018-09-18,F,19,NSW,10.85,debit,9,18
authorized,ACC-1056639002,47991.15,2018-09-18,M,22,VIC,34.34,debit,9,18
authorized,ACC-1598451071,1776.13,2018-09-18,F,26,NSW,58.31,debit,9,18
authorized,ACC-1056639002,47975.96,2018-09-18,M,22,VIC,15.19,debit,9,18
authorized,ACC-2901672282,7009.95,2018-09-18,M,22,NSW,70.37,debit,9,18
authorized,ACC-3741880913,9127.98,2018-09-18,F,25,NSW,13.22,debit,9,18
posted,ACC-2265520058,3103.92,2018-09-18,F,26,MISSING,84.0,debit,9,18
authorized,ACC-1438600314,2674.31,2018-09-18,F,35,SA,791.29,debit,9,18
authorized,ACC-819621312,5429.23,2018-09-18,F,30,VIC,65.49,debit,9,18
authorized,ACC-3541460373,3352.16,2018-09-18,M,24,VIC,47.47,debit,9,18
authorized,ACC-3689607373,5543.68,2018-09-18,F,20,NSW,8.19,debit,9,18
authorized,ACC-3771436525,3778.42,2018-09-18,M,20,VIC,7.61,debit,9,18
authorized,ACC-1056639002,47947.47,2018-09-18,M,22,SA,28.49,debit,9,18
authorized,ACC-2249586092,8576.69,2018-09-18,M,19,WA,9.54,debit,9,18
authorized,ACC-1598451071,1765.33,2018-09-18,F,26,QLD,10.8,debit,9,18
posted,ACC-3485804958,23128.39,2018-09-18,F,34,MISSING,75.0,debit,9,18
posted,ACC-2231965366,13964.65,2018-09-18,F,35,MISSING,45.0,debit,9,18
posted,ACC-37709441,14022.13,2018-09-18,M,18,MISSING,4132.23,credit,9,18
authorized,ACC-1516130869,2735.66,2018-09-18,F,21,NT,9.35,debit,9,18
authorized,ACC-1598451071,1751.2,2018-09-18,F,26,QLD,14.13,debit,9,18
authorized,ACC-2890243754,3783.08,2018-09-18,M,37,QLD,23.84,debit,9,18
authorized,ACC-211792489,5325.06,2018-09-18,F,30,SA,41.91,debit,9,18
authorized,ACC-3326339947,7791.78,2018-09-18,M,22,NSW,31.87,debit,9,18
authorized,ACC-1598451071,1746.2,2018-09-18,F,26,QLD,5.0,debit,9,18
authorized,ACC-182446574,6650.89,2018-09-18,F,27,NSW,20.97,debit,9,18
authorized,ACC-2681137560,7062.96,2018-09-18,M,31,NSW,6.24,debit,9,18
authorized,ACC-2107684084,7235.18,2018-09-18,M,22,VIC,51.09,debit,9,18
authorized,ACC-1903037542,3236.42,2018-09-18,M,30,NSW,296.51,debit,9,18
posted,ACC-2231965366,16407.89,2018-09-18,F,35,MISSING,2443.24,credit,9,18
authorized,ACC-3689607373,5527.05,2018-09-18,F,20,WA,16.63,debit,9,18
authorized,ACC-1056639002,47937.64,2018-09-18,M,22,VIC,9.83,debit,9,18
authorized,ACC-2171593283,10844.14,2018-09-18,M,19,VIC,22.28,debit,9,18
posted,ACC-1443681913,4473.58,2018-09-18,M,31,MISSING,996.24,credit,9,18
posted,ACC-2897221629,4111.8,2018-09-18,M,23,MISSING,94.0,debit,9,18
authorized,ACC-182446574,6639.91,2018-09-18,F,27,WA,10.98,debit,9,18
authorized,ACC-3771436525,3756.2,2018-09-18,M,20,VIC,22.22,debit,9,18
posted,ACC-3485804958,23089.39,2018-09-18,F,34,MISSING,39.0,debit,9,18
posted,ACC-2305712452,4354.21,2018-09-18,F,18,MISSING,761.33,credit,9,18
posted,ACC-2173390920,7197.52,2018-09-18,M,27,MISSING,28.0,debit,9,18
posted,ACC-1990648130,5324.35,2018-09-18,F,21,MISSING,1037.07,credit,9,18
authorized,ACC-854938045,12307.29,2018-09-18,M,28,VIC,17.85,debit,9,18
authorized,ACC-1598451071,1740.59,2018-09-18,F,26,QLD,5.61,debit,9,18
authorized,ACC-211792489,5234.18,2018-09-18,F,30,SA,90.88,debit,9,18
authorized,ACC-1598451071,1729.76,2018-09-18,F,26,QLD,10.83,debit,9,18
authorized,ACC-1443681913,4434.3,2018-09-18,M,31,NSW,39.28,debit,9,18
posted,ACC-1683215619,6380.41,2018-09-18,M,38,MISSING,2500.0,credit,9,18
posted,ACC-1683215619,8880.41,2018-09-18,M,38,MISSING,2500.0,credit,9,18
posted,ACC-3481401842,5094.32,2018-09-18,F,25,MISSING,32.0,debit,9,18
posted,ACC-1650504218,9808.96,2018-09-18,F,23,MISSING,150.0,debit,9,18
authorized,ACC-1056639002,47921.93,2018-09-18,M,22,VIC,15.71,debit,9,18
authorized,ACC-574997646,3794.28,2018-09-18,F,18,NSW,37.84,debit,9,18
authorized,ACC-2673069055,20461.81,2018-09-18,M,24,QLD,39.59,debit,9,18
authorized,ACC-1056639002,47894.07,2018-09-18,M,22,VIC,27.86,debit,9,18
posted,ACC-2828321672,4567.21,2018-09-18,F,53,MISSING,970.47,credit,9,18
posted,ACC-602667573,13256.24,2018-09-18,M,40,MISSING,78.0,debit,9,18
posted,ACC-4281711154,39382.38,2018-09-18,M,42,MISSING,1757.82,credit,9,18
posted,ACC-3941181087,7677.88,2018-09-18,M,25,MISSING,46.0,debit,9,18
authorized,ACC-1243371644,3880.22,2018-09-18,M,42,NSW,9.02,debit,9,18
authorized,ACC-4258502723,3901.49,2018-09-18,F,24,VIC,21.27,debit,9,18
authorized,ACC-1056639002,47877.0,2018-09-18,M,22,VIC,17.07,debit,9,18
posted,ACC-1279356312,5921.7,2018-09-18,M,44,MISSING,27.0,debit,9,18
posted,ACC-1222300524,1003.11,2018-09-18,M,38,MISSING,1002.13,credit,9,18
posted,ACC-2259139624,10398.9,2018-09-18,F,19,MISSING,165.0,debit,9,18
posted,ACC-3771436525,4855.9,2018-09-18,M,20,MISSING,1099.7,credit,9,18
posted,ACC-3954677887,6821.13,2018-09-18,F,47,MISSING,1272.47,credit,9,18
posted,ACC-1243371644,3832.56,2018-09-18,M,42,MISSING,20.0,debit,9,18
posted,ACC-958000567,8571.85,2018-09-18,F,34,MISSING,3517.61,credit,9,18
posted,ACC-2897221629,5094.51,2018-09-18,M,23,MISSING,982.71,credit,9,18
authorized,ACC-966140392,6871.16,2018-09-18,M,21,VIC,14.47,debit,9,18
authorized,ACC-3689607373,5511.87,2018-09-18,F,20,WA,15.18,debit,9,18
authorized,ACC-1890605467,12973.37,2018-09-18,M,38,VIC,82.86,debit,9,18
authorized,ACC-1243371644,3852.56,2018-09-18,M,42,NSW,27.66,debit,9,18
posted,ACC-1344825761,19170.08,2018-09-18,F,46,MISSING,45.0,debit,9,18
posted,ACC-38923874,39398.31,2018-09-18,M,38,MISSING,29.0,debit,9,18
posted,ACC-3879258709,199994.81,2018-09-18,F,40,MISSING,29.0,debit,9,18
authorized,ACC-4258502723,3894.1,2018-09-18,F,24,VIC,7.39,debit,9,18
authorized,ACC-211792489,5171.47,2018-09-18,F,30,SA,62.71,debit,9,18
authorized,ACC-1443681913,4427.24,2018-09-18,M,31,NSW,7.06,debit,9,18
authorized,ACC-3541460373,3325.07,2018-09-18,M,24,NSW,27.09,debit,9,18
authorized,ACC-211792489,5107.04,2018-09-18,F,30,SA,64.43,debit,9,18
posted,ACC-1199531521,12828.72,2018-09-18,M,52,MISSING,20.0,debit,9,18
posted,ACC-1349834573,12106.93,2018-09-18,M,39,MISSING,34.0,debit,9,18
posted,ACC-2673069055,18540.0,2018-09-18,M,24,MISSING,1910.0,debit,9,18
authorized,ACC-2673069055,20450.0,2018-09-18,M,24,NSW,11.81,debit,9,18
authorized,ACC-211792489,5045.78,2018-09-18,F,30,NSW,61.26,debit,9,18
authorized,ACC-1222300524,979.51,2018-09-18,M,38,NSW,23.6,debit,9,18
authorized,ACC-1222300524,958.76,2018-09-18,M,38,NSW,20.75,debit,9,18
authorized,ACC-574997646,2487.17,2018-09-18,F,18,NSW,1307.11,debit,9,18
posted,ACC-1056639002,47714.0,2018-09-18,M,22,MISSING,163.0,debit,9,18
authorized,ACC-1598451071,1727.48,2018-09-18,F,26,QLD,2.28,debit,9,18
authorized,ACC-2901672282,6967.8,2018-09-18,M,22,NSW,42.15,debit,9,18
posted,ACC-2901672282,6927.8,2018-09-18,M,22,MISSING,40.0,debit,9,18
authorized,ACC-1598451071,1719.55,2018-09-18,F,26,QLD,7.93,debit,9,18
authorized,ACC-354106658,15345.38,2018-09-18,F,39,NSW,48.69,debit,9,18
authorized,ACC-414431115,3784.89,2018-09-18,F,43,VIC,17.07,debit,9,18
authorized,ACC-1598451071,1713.76,2018-09-19,F,26,QLD,5.79,debit,9,19
authorized,ACC-2673069055,18531.07,2018-09-19,M,24,QLD,8.93,debit,9,19
authorized,ACC-3541460373,3281.66,2018-09-19,M,24,VIC,43.41,debit,9,19
authorized,ACC-2270192619,11790.03,2018-09-19,M,20,SA,9.01,debit,9,19
authorized,ACC-354106658,15327.54,2018-09-19,F,39,NSW,17.84,debit,9,19
authorized,ACC-2681137560,7041.21,2018-09-19,M,31,NSW,21.75,debit,9,19
posted,ACC-1344825761,19015.08,2018-09-19,F,46,MISSING,155.0,debit,9,19
posted,ACC-3879258709,199825.81,2018-09-19,F,40,MISSING,169.0,debit,9,19
posted,ACC-602667573,13235.24,2018-09-19,M,40,MISSING,21.0,debit,9,19
posted,ACC-2171593283,10817.14,2018-09-19,M,19,MISSING,27.0,debit,9,19
posted,ACC-1334819143,62299.84,2018-09-19,M,33,MISSING,111.0,debit,9,19
posted,ACC-2776252858,4352.87,2018-09-19,F,43,MISSING,29.0,debit,9,19
authorized,ACC-1222300524,901.77,2018-09-19,M,38,NSW,56.99,debit,9,19
posted,ACC-588564840,15284.22,2018-09-19,M,23,MISSING,25.0,debit,9,19
posted,ACC-1496451953,13132.57,2018-09-19,M,43,MISSING,39.0,debit,9,19
posted,ACC-3941181087,7485.88,2018-09-19,M,25,MISSING,192.0,debit,9,19
posted,ACC-211792489,4877.78,2018-09-19,F,30,MISSING,168.0,debit,9,19
authorized,ACC-1608363396,5577.12,2018-09-19,M,20,SA,39.51,debit,9,19
posted,ACC-2014856841,262389.15,2018-09-19,M,46,MISSING,22.0,debit,9,19
posted,ACC-4163822186,7310.51,2018-09-19,F,26,MISSING,55.0,debit,9,19
posted,ACC-3954677887,6763.13,2018-09-19,F,47,MISSING,58.0,debit,9,19
authorized,ACC-182446574,6621.29,2018-09-19,F,27,WA,18.62,debit,9,19
authorized,ACC-38923874,39339.8,2018-09-19,M,38,SA,58.51,debit,9,19
authorized,ACC-38923874,39275.13,2018-09-19,M,38,VIC,64.67,debit,9,19
authorized,ACC-1222300524,891.28,2018-09-19,M,38,NSW,10.49,debit,9,19
authorized,ACC-90814749,9874.48,2018-09-19,M,35,WA,13.72,debit,9,19
authorized,ACC-574997646,2467.06,2018-09-19,F,18,NSW,20.11,debit,9,19
authorized,ACC-1222300524,872.1,2018-09-19,M,38,NSW,19.18,debit,9,19
posted,ACC-354106658,15302.54,2018-09-19,F,39,MISSING,25.0,debit,9,19
posted,ACC-1443681913,4391.24,2018-09-19,M,31,MISSING,36.0,debit,9,19
authorized,ACC-3689607373,5475.51,2018-09-19,F,20,NSW,36.36,debit,9,19
authorized,ACC-3741880913,8959.24,2018-09-19,F,25,QLD,168.74,debit,9,19
authorized,ACC-182446574,6581.92,2018-09-19,F,27,NSW,39.37,debit,9,19
authorized,ACC-90814749,9865.18,2018-09-19,M,35,NSW,9.3,debit,9,19
authorized,ACC-958000567,8563.55,2018-09-19,F,34,NT,8.3,debit,9,19
authorized,ACC-2901672282,6795.17,2018-09-19,M,22,NSW,132.63,debit,9,19
authorized,ACC-819621312,5394.48,2018-09-19,F,30,VIC,34.75,debit,9,19
authorized,ACC-819621312,5374.36,2018-09-19,F,30,VIC,20.12,debit,9,19
authorized,ACC-1222300524,863.01,2018-09-19,M,38,NSW,9.09,debit,9,19
authorized,ACC-854938045,12283.73,2018-09-19,M,28,VIC,23.56,debit,9,19
authorized,ACC-2270192619,11782.07,2018-09-19,M,20,ACT,7.96,debit,9,19
posted,ACC-1199531521,10871.72,2018-09-19,M,52,MISSING,1957.0,debit,9,19
posted,ACC-1037050564,4114.65,2018-09-19,F,40,MISSING,32.0,debit,9,19
posted,ACC-1799207998,6919.37,2018-09-19,F,20,MISSING,39.0,debit,9,19
posted,ACC-2107684084,7201.18,2018-09-19,M,22,MISSING,34.0,debit,9,19
posted,ACC-2173390920,7168.52,2018-09-19,M,27,MISSING,29.0,debit,9,19
posted,ACC-966140392,6791.24,2018-09-19,M,21,MISSING,30.0,debit,9,19
authorized,ACC-819621312,5361.99,2018-09-19,F,30,VIC,12.37,debit,9,19
authorized,ACC-3084464802,5315.73,2018-09-19,F,19,NSW,77.19,debit,9,19
authorized,ACC-1608363396,5431.82,2018-09-19,M,20,NSW,145.3,debit,9,19
authorized,ACC-966140392,6851.58,2018-09-19,M,21,VIC,19.58,debit,9,19
authorized,ACC-966140392,6842.51,2018-09-19,M,21,VIC,9.07,debit,9,19
authorized,ACC-966140392,6821.24,2018-09-19,M,21,VIC,21.27,debit,9,19
authorized,ACC-182446574,6568.54,2018-09-19,F,27,WA,13.38,debit,9,19
authorized,ACC-2673069055,18514.27,2018-09-19,M,24,QLD,16.8,debit,9,19
authorized,ACC-1608363396,5410.2,2018-09-19,M,20,NSW,21.62,debit,9,19
authorized,ACC-1222300524,855.13,2018-09-19,M,38,NSW,7.88,debit,9,19
authorized,ACC-90814749,9806.68,2018-09-19,M,35,WA,58.5,debit,9,19
authorized,ACC-966140392,6755.95,2018-09-19,M,21,VIC,35.29,debit,9,19
authorized,ACC-182446574,6550.15,2018-09-19,F,27,WA,18.39,debit,9,19
authorized,ACC-966140392,6676.08,2018-09-19,M,21,WA,79.87,debit,9,19
authorized,ACC-3741880913,8875.09,2018-09-19,F,25,NSW,84.15,debit,9,19
authorized,ACC-1683215619,8858.41,2018-09-19,M,38,NSW,22.0,debit,9,19
posted,ACC-3084464802,7801.1,2018-09-19,F,19,MISSING,2485.37,credit,9,19
posted,ACC-1650504218,11435.44,2018-09-19,F,23,MISSING,1626.48,credit,9,19
posted,ACC-4163822186,7264.51,2018-09-19,F,26,MISSING,46.0,debit,9,19
posted,ACC-182446574,6493.15,2018-09-19,F,27,MISSING,57.0,debit,9,19
posted,ACC-3326339947,8775.14,2018-09-19,M,22,MISSING,983.36,credit,9,19
authorized,ACC-2107684084,7120.68,2018-09-19,M,22,VIC,80.5,debit,9,19
authorized,ACC-1222300524,831.93,2018-09-19,M,38,VIC,23.2,debit,9,19
authorized,ACC-819621312,5323.72,2018-09-19,F,30,VIC,38.27,debit,9,19
posted,ACC-721712940,54474.64,2018-09-19,M,78,MISSING,150.0,debit,9,19
posted,ACC-1650504218,11307.44,2018-09-19,F,23,MISSING,128.0,debit,9,19
posted,ACC-38923874,39195.13,2018-09-19,M,38,MISSING,80.0,debit,9,19
posted,ACC-1516130869,5042.29,2018-09-19,F,21,MISSING,2306.63,credit,9,19
posted,ACC-2776252858,5420.91,2018-09-19,F,43,MISSING,1068.04,credit,9,19
authorized,ACC-2901672282,6738.26,2018-09-19,M,22,QLD,56.91,debit,9,19
authorized,ACC-958000567,8550.27,2018-09-19,F,34,NT,13.28,debit,9,19
authorized,ACC-2673069055,18498.7,2018-09-19,M,24,QLD,15.57,debit,9,19
posted,ACC-964839203,34710.67,2018-09-19,M,21,MISSING,72.0,debit,9,19
posted,ACC-1598451071,2727.43,2018-09-19,F,26,MISSING,1013.67,credit,9,19
posted,ACC-240804743,15126.33,2018-09-19,M,29,MISSING,56.0,debit,9,19
authorized,ACC-3084464802,7790.43,2018-09-19,F,19,SA,10.67,debit,9,19
authorized,ACC-1443681913,4367.79,2018-09-19,M,31,WA,23.45,debit,9,19
authorized,ACC-2901672282,6652.51,2018-09-19,M,22,NSW,85.75,debit,9,19
authorized,ACC-854938045,12245.15,2018-09-19,M,28,VIC,38.58,debit,9,19
authorized,ACC-2673069055,18493.18,2018-09-19,M,24,QLD,5.52,debit,9,19
authorized,ACC-1890605467,12959.54,2018-09-19,M,38,VIC,13.83,debit,9,19
posted,ACC-2305712452,4318.21,2018-09-19,F,18,MISSING,36.0,debit,9,19
posted,ACC-38923874,39160.13,2018-09-19,M,38,MISSING,35.0,debit,9,19
authorized,ACC-958000567,8511.46,2018-09-19,F,34,NT,38.81,debit,9,19
authorized,ACC-966140392,6644.6,2018-09-19,M,21,VIC,31.48,debit,9,19
authorized,ACC-574997646,2430.42,2018-09-19,F,18,WA,36.64,debit,9,19
authorized,ACC-2231965366,16398.04,2018-09-19,F,35,VIC,9.85,debit,9,19
authorized,ACC-1903037542,3205.07,2018-09-19,M,30,QLD,31.35,debit,9,19
authorized,ACC-1903037542,3186.4,2018-09-19,M,30,NSW,18.67,debit,9,19
authorized,ACC-3485804958,23077.84,2018-09-19,F,34,WA,11.55,debit,9,19
authorized,ACC-2673069055,18484.17,2018-09-19,M,24,QLD,9.01,debit,9,19
authorized,ACC-1683215619,8847.02,2018-09-19,M,38,SA,11.39,debit,9,19
authorized,ACC-1056639002,47684.13,2018-09-19,M,22,VIC,29.87,debit,9,19
authorized,ACC-958000567,8470.1,2018-09-19,F,34,NT,41.36,debit,9,19
posted,ACC-4065652575,10766.16,2018-09-19,M,21,MISSING,55.0,debit,9,19
posted,ACC-1799207998,6884.37,2018-09-19,F,20,MISSING,35.0,debit,9,19
posted,ACC-1973887809,6638.45,2018-09-19,M,26,MISSING,1098.91,credit,9,19
posted,ACC-1443681913,4254.79,2018-09-19,M,31,MISSING,113.0,debit,9,19
authorized,ACC-1608363396,5371.52,2018-09-19,M,20,NSW,38.68,debit,9,19
authorized,ACC-182446574,6478.42,2018-09-19,F,27,WA,14.73,debit,9,19
authorized,ACC-1349834573,11962.88,2018-09-19,M,39,VIC,144.05,debit,9,19
posted,ACC-819621312,6481.87,2018-09-19,F,30,MISSING,1158.15,credit,9,19
posted,ACC-2920611728,7178.0,2018-09-19,M,69,MISSING,1043.12,credit,9,19
posted,ACC-2901672282,6619.51,2018-09-19,M,22,MISSING,33.0,debit,9,19
posted,ACC-1799207998,8279.86,2018-09-19,F,20,MISSING,1395.49,credit,9,19
posted,ACC-2171593283,13456.9,2018-09-19,M,19,MISSING,2639.76,credit,9,19
posted,ACC-4163822186,7214.51,2018-09-19,F,26,MISSING,50.0,debit,9,19
authorized,ACC-2673069055,18449.36,2018-09-19,M,24,NSW,34.81,debit,9,19
authorized,ACC-3541460373,3281.56,2018-09-19,M,24,VIC,0.1,debit,9,19
authorized,ACC-4258502723,3886.87,2018-09-19,F,24,VIC,7.23,debit,9,19
authorized,ACC-1608363396,5345.2,2018-09-19,M,20,VIC,26.32,debit,9,19
authorized,ACC-37709441,13973.37,2018-09-19,M,18,SA,48.76,debit,9,19
posted,ACC-2528867619,11413.86,2018-09-19,F,40,MISSING,73.0,debit,9,19
posted,ACC-2153562714,3390.65,2018-09-19,F,24,MISSING,46.0,debit,9,19
authorized,ACC-2107684084,7072.01,2018-09-19,M,22,SA,48.67,debit,9,19
authorized,ACC-1903037542,3141.02,2018-09-19,M,30,VIC,45.38,debit,9,19
posted,ACC-1349834573,11914.88,2018-09-19,M,39,MISSING,48.0,debit,9,19
authorized,ACC-1608363396,5325.5,2018-09-19,M,20,NSW,19.7,debit,9,19
authorized,ACC-1222300524,824.52,2018-09-19,M,38,NSW,7.41,debit,9,19
authorized,ACC-854938045,12203.97,2018-09-19,M,28,VIC,41.18,debit,9,19
authorized,ACC-3485804958,23063.73,2018-09-19,F,34,SA,14.11,debit,9,19
posted,ACC-2171593283,13439.9,2018-09-19,M,19,MISSING,17.0,debit,9,19
posted,ACC-1650504218,11274.44,2018-09-19,F,23,MISSING,33.0,debit,9,19
posted,ACC-182446574,6445.42,2018-09-19,F,27,MISSING,33.0,debit,9,19
posted,ACC-4281711154,39346.38,2018-09-19,M,42,MISSING,36.0,debit,9,19
authorized,ACC-1903037542,3135.7,2018-09-19,M,30,QLD,5.32,debit,9,19
authorized,ACC-1222300524,816.63,2018-09-19,M,38,NSW,7.89,debit,9,19
posted,ACC-3536132544,3920.11,2018-09-19,F,41,MISSING,43.0,debit,9,19
posted,ACC-2173390920,7101.52,2018-09-19,M,27,MISSING,67.0,debit,9,19
authorized,ACC-1222300524,811.09,2018-09-19,M,38,NSW,5.54,debit,9,19
authorized,ACC-182446574,6424.12,2018-09-19,F,27,WA,21.3,debit,9,19
posted,ACC-3326339947,8686.14,2018-09-19,M,22,MISSING,89.0,debit,9,19
posted,ACC-1710017148,11675.06,2018-09-19,F,19,MISSING,33.0,debit,9,19
authorized,ACC-2897221629,5089.15,2018-09-19,M,23,NSW,5.36,debit,9,19
authorized,ACC-1516130869,5010.88,2018-09-19,F,21,NT,31.41,debit,9,19
authorized,ACC-1903037542,3124.0,2018-09-19,M,30,QLD,11.7,debit,9,19
posted,ACC-1973887809,6609.45,2018-09-19,M,26,MISSING,29.0,debit,9,19
posted,ACC-1349834573,11882.88,2018-09-19,M,39,MISSING,32.0,debit,9,19
posted,ACC-240804743,15087.33,2018-09-19,M,29,MISSING,39.0,debit,9,19
authorized,ACC-1608363396,5270.57,2018-09-19,M,20,NSW,54.93,debit,9,19
authorized,ACC-37709441,13969.54,2018-09-19,M,18,QLD,3.83,debit,9,19
authorized,ACC-2673069055,18325.62,2018-09-20,M,24,QLD,123.74,debit,9,20
authorized,ACC-1516130869,5000.75,2018-09-20,F,21,NT,10.13,debit,9,20
authorized,ACC-2231965366,16377.09,2018-09-20,F,35,VIC,20.95,debit,9,20
authorized,ACC-2897221629,5084.36,2018-09-20,M,23,NSW,4.79,debit,9,20
authorized,ACC-1683215619,8841.63,2018-09-20,M,38,NSW,5.39,debit,9,20
posted,ACC-1496451953,13116.57,2018-09-20,M,43,MISSING,16.0,debit,9,20
posted,ACC-1523339231,61406.8,2018-09-20,M,40,MISSING,47.0,debit,9,20
posted,ACC-2890243754,3731.08,2018-09-20,M,37,MISSING,52.0,debit,9,20
posted,ACC-2270192619,11731.92,2018-09-20,M,20,MISSING,39.0,debit,9,20
posted,ACC-3536132544,3898.11,2018-09-20,F,41,MISSING,22.0,debit,9,20
authorized,ACC-4059612845,56851.01,2018-09-20,M,38,VIC,8.44,debit,9,20
authorized,ACC-2270192619,11770.92,2018-09-20,M,20,SA,11.15,debit,9,20
authorized,ACC-3771436525,4846.9,2018-09-20,M,20,VIC,9.0,debit,9,20
posted,ACC-721712940,54327.64,2018-09-20,M,78,MISSING,147.0,debit,9,20
posted,ACC-2171593283,13406.9,2018-09-20,M,19,MISSING,33.0,debit,9,20
posted,ACC-2890243754,3713.08,2018-09-20,M,37,MISSING,18.0,debit,9,20
posted,ACC-3481401842,5048.32,2018-09-20,F,25,MISSING,46.0,debit,9,20
posted,ACC-211792489,4830.78,2018-09-20,F,30,MISSING,47.0,debit,9,20
authorized,ACC-1516130869,4989.25,2018-09-20,F,21,NT,11.5,debit,9,20
posted,ACC-2231965366,16344.09,2018-09-20,F,35,MISSING,33.0,debit,9,20
posted,ACC-2259139624,10376.9,2018-09-20,F,19,MISSING,22.0,debit,9,20
authorized,ACC-3485804958,23027.94,2018-09-20,F,34,WA,35.79,debit,9,20
posted,ACC-2776252858,5377.91,2018-09-20,F,43,MISSING,43.0,debit,9,20
authorized,ACC-1496451953,13087.47,2018-09-20,M,43,VIC,29.1,debit,9,20
authorized,ACC-2173390920,7024.99,2018-09-20,M,27,VIC,76.53,debit,9,20
authorized,ACC-90814749,9781.4,2018-09-20,M,35,NSW,25.28,debit,9,20
authorized,ACC-80388494,5546.15,2018-09-20,M,28,VIC,11.41,debit,9,20
authorized,ACC-2173390920,6987.07,2018-09-20,M,27,VIC,37.92,debit,9,20
authorized,ACC-3541460373,3257.23,2018-09-20,M,24,VIC,24.33,debit,9,20
authorized,ACC-2681137560,6992.39,2018-09-20,M,31,NSW,48.82,debit,9,20
authorized,ACC-2528867619,11406.5,2018-09-20,F,40,NSW,7.36,debit,9,20
posted,ACC-3485804958,23000.94,2018-09-20,F,34,MISSING,27.0,debit,9,20
posted,ACC-1516130869,4950.25,2018-09-20,F,21,MISSING,39.0,debit,9,20
authorized,ACC-2528867619,11388.89,2018-09-20,F,40,NSW,17.61,debit,9,20
authorized,ACC-1443681913,4128.33,2018-09-20,M,31,NSW,126.46,debit,9,20
authorized,ACC-90814749,9697.35,2018-09-20,M,35,NSW,84.05,debit,9,20
authorized,ACC-966140392,6625.22,2018-09-20,M,21,VIC,19.38,debit,9,20
